zipcode,room_type,accommodates,bedrooms,bathrooms,beds,minimum_nights,number_of_reviews,price,price_bin
94103,Private room,3,1.0,1.0,1.0,29,170,248.0,bin 200-250
94109,Private room,2,1.0,1.0,1.0,30,7,60.0,bin 50-100
94122,Private room,2,1.0,1.0,1.0,2,46,93.0,bin 50-100
94110,Entire home/apt,2,1.0,1.0,1.0,1,28,175.0,bin 150-200
94133,Entire home/apt,2,0.0,1.0,1.0,30,183,215.0,bin 200-250
94127,Entire home/apt,4,2.0,1.5,2.0,2,18,300.0,bin 250-300
94110,Entire home/apt,2,1.0,1.0,2.0,3,357,175.0,bin 150-200
94110,Entire home/apt,2,0.0,1.0,1.0,30,16,129.0,bin 100-150
94110,Entire home/apt,3,1.0,1.0,2.0,14,106,290.0,bin 250-300
94134,Entire home/apt,6,2.0,1.0,4.0,2,382,139.0,bin 100-150
94110,Private room,4,2.0,1.5,1.0,4,37,169.0,bin 150-200
94123,Private room,2,1.0,1.0,1.0,1,128,109.0,bin 100-150
94107,Entire home/apt,4,3.0,2.5,3.0,360,6,296.0,bin 250-300
94102,Private room,2,1.0,1.0,1.0,1,102,110.0,bin 100-150
94114,Private room,2,1.0,1.0,1.0,21,99,95.0,bin 50-100
94112,Private room,2,1.0,1.0,1.0,2,115,80.0,bin 50-100
94131,Entire home/apt,2,1.0,1.0,1.0,5,11,220.0,bin 200-250
94112,Private room,2,1.0,1.5,1.0,13,118,59.0,bin 50-100
94123,Entire home/apt,7,2.0,1.5,2.0,30,90,150.0,bin 100-150
94131,Entire home/apt,4,1.0,1.0,2.0,1,363,140.0,bin 100-150
94103,Entire home/apt,1,1.0,1.0,1.0,30,20,99.0,bin 50-100
94133,Shared room,4,1.0,10.0,4.0,1,259,38.0,bin 0-50
94131,Private room,1,2.0,2.0,2.0,30,3,115.0,bin 100-150
94117,Entire home/apt,2,1.0,1.0,1.0,2,280,139.0,bin 100-150
94102,Entire home/apt,4,0.0,1.0,2.0,1,50,249.0,bin 200-250
94110,Entire home/apt,2,1.0,1.0,1.0,30,223,150.0,bin 100-150
94117,Private room,1,1.0,1.0,1.0,2,367,110.0,bin 100-150
94116,Private room,2,1.0,1.0,1.0,2,156,100.0,bin 50-100
94103,Entire home/apt,2,1.0,1.0,1.0,30,9,221.0,bin 200-250
94133,Entire home/apt,3,1.0,1.0,2.0,30,12,301.0,bin 300-350
94117,Private room,2,1.0,3.0,1.0,1,254,99.0,bin 50-100
94102,Private room,1,1.0,1.0,1.0,1,92,89.0,bin 50-100
94115,Entire home/apt,2,0.0,1.0,0.0,30,1,165.0,bin 150-200
94110,Private room,1,1.0,1.0,1.0,30,49,88.0,bin 50-100
94127,Entire home/apt,11,4.0,3.0,6.0,4,11,350.0,bin 300-350
94107,Entire home/apt,2,1.0,1.0,1.0,3,25,250.0,bin 200-250
94122,Private room,2,1.0,1.0,1.0,1,165,62.0,bin 50-100
94114,Entire home/apt,4,2.0,1.0,0.0,2,306,185.0,bin 150-200
94110,Entire home/apt,3,1.0,1.0,2.0,30,31,150.0,bin 100-150
94131,Private room,1,1.0,1.0,0.0,7,0,155.0,bin 150-200
94110,Private room,2,1.0,1.0,1.0,30,4,64.0,bin 50-100
94103,Entire home/apt,2,1.0,1.0,1.0,2,47,224.0,bin 200-250
94114,Entire home/apt,2,1.0,1.0,1.0,3,42,250.0,bin 200-250
94117,Private room,1,1.0,1.0,1.0,2,246,120.0,bin 100-150
94112,Private room,2,1.0,1.0,1.0,2,213,68.0,bin 50-100
94127,Private room,4,1.0,1.5,3.0,30,31,100.0,bin 50-100
94134,Entire home/apt,6,2.0,1.0,2.0,2,34,250.0,bin 200-250
94127,Private room,6,2.0,1.5,4.0,30,1,250.0,bin 200-250
94102,Entire home/apt,2,1.0,1.0,1.0,30,4,124.0,bin 100-150
94109,Entire home/apt,3,3.0,1.0,3.0,90,3,155.0,bin 150-200
94117,Private room,1,1.0,1.0,1.0,1,21,145.0,bin 100-150
94112,Entire home/apt,12,5.0,1.0,7.0,3,40,420.0,bin 400-450
94114,Entire home/apt,3,2.0,2.0,2.0,30,6,126.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,4,249,89.0,bin 50-100
94133,Private room,2,1.0,1.0,2.0,1,69,83.0,bin 50-100
94133,Private room,2,1.0,0.0,2.0,1,65,83.0,bin 50-100
94133,Shared room,4,1.0,10.0,4.0,1,240,38.0,bin 0-50
94123,Private room,6,1.0,1.0,3.0,1,190,169.0,bin 150-200
94109,Entire home/apt,2,1.0,1.0,2.0,30,148,105.0,bin 100-150
94133,Shared room,4,1.0,10.0,4.0,1,187,38.0,bin 0-50
94115,Private room,1,1.0,1.0,1.0,30,28,85.0,bin 50-100
94109,Private room,2,1.0,1.0,1.0,1,367,89.0,bin 50-100
94133,Shared room,4,1.0,10.0,4.0,1,218,38.0,bin 0-50
94133,Shared room,4,1.0,10.0,4.0,1,271,38.0,bin 0-50
94109,Private room,2,1.0,0.5,1.0,1,403,125.0,bin 100-150
94109,Private room,2,1.0,1.0,1.0,1,351,115.0,bin 100-150
94109,Private room,2,1.0,1.0,1.0,1,523,99.0,bin 50-100
94109,Private room,2,1.0,1.0,1.0,1,452,115.0,bin 100-150
94114,Private room,1,1.0,1.0,1.0,30,46,125.0,bin 100-150
94109,Private room,2,1.0,1.0,1.0,1,392,129.0,bin 100-150
94122,Private room,1,1.0,1.5,1.0,7,0,78.0,bin 50-100
94115,Entire home/apt,6,2.0,1.0,2.0,2,301,295.0,bin 250-300
94118,Private room,2,1.0,1.0,1.0,1,452,65.0,bin 50-100
94114,Private room,1,1.0,1.0,1.0,30,46,125.0,bin 100-150
94118,Entire home/apt,3,2.0,1.0,2.0,2,251,140.0,bin 100-150
94115,Entire home/apt,2,1.0,1.0,1.0,3,250,225.0,bin 200-250
94122,Entire home/apt,6,2.0,1.0,4.0,2,324,225.0,bin 200-250
94109,Entire home/apt,2,1.0,1.0,1.0,30,92,156.0,bin 150-200
94117,Entire home/apt,4,2.0,1.0,2.0,10,12,200.0,bin 150-200
94110,Private room,1,1.0,1.0,1.0,1,117,75.0,bin 50-100
94123,Entire home/apt,2,1.0,1.0,0.0,30,0,124.0,bin 100-150
94109,Private room,2,1.0,1.0,1.0,1,481,156.0,bin 150-200
94115,Private room,2,1.0,1.0,1.0,1,602,139.0,bin 100-150
94110,Private room,1,1.0,1.0,1.0,30,31,160.0,bin 150-200
94109,Private room,2,1.0,1.0,1.0,30,6,100.0,bin 50-100
94122,Entire home/apt,2,0.0,1.0,1.0,30,98,90.0,bin 50-100
94117,Entire home/apt,2,1.0,1.0,1.0,30,79,200.0,bin 150-200
94109,Private room,2,1.0,1.0,1.0,30,15,120.0,bin 100-150
94114,Entire home/apt,3,1.0,1.0,2.0,30,7,192.0,bin 150-200
94114,Entire home/apt,4,1.0,1.0,2.0,31,132,175.0,bin 150-200
94127,Entire home/apt,4,2.0,1.5,2.0,3,216,183.0,bin 150-200
94102,Private room,2,1.0,1.0,1.0,6,98,89.0,bin 50-100
94102,Private room,2,1.0,1.0,1.0,6,123,89.0,bin 50-100
94102,Private room,2,1.0,1.0,1.0,6,53,110.0,bin 100-150
94102,Private room,2,1.0,1.0,1.0,1,57,59.0,bin 50-100
94102,Private room,2,1.0,1.0,1.0,6,84,59.0,bin 50-100
94102,Private room,2,1.0,1.0,1.0,1,64,89.0,bin 50-100
94114,Entire home/apt,2,1.0,1.0,1.0,30,2,100.0,bin 50-100
94115,Private room,1,1.0,1.0,1.0,60,8,85.0,bin 50-100
94131,Private room,1,1.0,1.0,1.0,2,220,65.0,bin 50-100
94108,Private room,2,0.0,1.0,1.0,2,2,350.0,bin 300-350
94108,Entire home/apt,4,1.0,1.0,1.0,30,162,269.0,bin 250-300
94127,Entire home/apt,3,1.0,1.0,2.0,1,343,139.0,bin 100-150
94122,Private room,2,1.0,1.0,0.0,2,116,144.0,bin 100-150
94112,Private room,2,1.0,1.0,1.0,30,86,59.0,bin 50-100
94116,Private room,2,1.0,2.0,1.0,1,154,80.0,bin 50-100
94110,Private room,2,1.0,1.0,1.0,2,110,90.0,bin 50-100
94118,Private room,1,1.0,1.0,1.0,30,42,108.0,bin 100-150
94109,Private room,4,1.0,1.0,1.0,2,107,234.0,bin 200-250
94116,Entire home/apt,4,1.0,1.5,1.0,2,62,185.0,bin 150-200
94131,Private room,2,1.0,1.0,1.0,3,0,200.0,bin 150-200
94112,Private room,2,1.0,1.0,1.0,30,23,59.0,bin 50-100
94112,Private room,2,1.0,1.0,1.0,30,25,58.0,bin 50-100
94112,Private room,2,1.0,1.0,1.0,30,46,59.0,bin 50-100
94117,Entire home/apt,4,2.0,1.0,2.0,2,17,125.0,bin 100-150
94112,Entire home/apt,2,0.0,1.0,1.0,30,53,56.0,bin 50-100
94117,Entire home/apt,2,1.0,1.0,1.0,30,3,200.0,bin 150-200
94131,Entire home/apt,2,2.0,2.0,2.0,120,5,190.0,bin 150-200
94124,Private room,2,1.0,1.0,1.0,2,87,118.0,bin 100-150
94117,Entire home/apt,6,2.0,2.0,2.0,5,92,250.0,bin 200-250
94116,Entire home/apt,4,1.0,1.0,2.0,1,281,139.0,bin 100-150
94107,Entire home/apt,3,1.0,1.0,2.0,5,134,150.0,bin 100-150
94133,Private room,3,1.0,10.0,2.0,1,208,99.0,bin 50-100
94117,Entire home/apt,2,1.0,1.0,1.0,2,41,240.0,bin 200-250
94124,Private room,2,1.0,1.0,1.0,30,0,55.0,bin 50-100
94124,Private room,2,1.0,1.0,1.0,30,2,59.0,bin 50-100
94131,Entire home/apt,2,2.0,1.0,2.0,1,22,200.0,bin 150-200
94117,Private room,1,1.0,1.5,1.0,30,28,80.0,bin 50-100
94127,Private room,3,1.0,1.5,2.0,30,19,90.0,bin 50-100
94102,Entire home/apt,3,1.0,1.0,1.0,30,7,179.0,bin 150-200
94103,Entire home/apt,4,2.0,1.0,2.0,5,183,214.0,bin 200-250
94105,Entire home/apt,6,3.0,2.0,3.0,30,18,350.0,bin 300-350
94107,Private room,1,1.0,1.0,1.0,30,0,85.0,bin 50-100
94114,Entire home/apt,4,1.0,1.0,2.0,3,4,400.0,bin 350-400
94102,Shared room,1,1.0,1.0,1.0,1,72,60.0,bin 50-100
94123,Private room,4,1.0,1.0,2.0,1,240,129.0,bin 100-150
94114,Entire home/apt,4,2.0,2.0,2.0,240,56,260.0,bin 250-300
94110,Entire home/apt,7,3.0,2.5,3.0,4,9,350.0,bin 300-350
94114,Private room,2,1.0,1.0,1.0,1,313,145.0,bin 100-150
94121,Entire home/apt,6,0.0,1.0,3.0,2,414,178.0,bin 150-200
94103,Entire home/apt,4,2.0,2.5,2.0,31,16,180.0,bin 150-200
94114,Entire home/apt,4,1.0,1.0,2.0,30,18,141.0,bin 100-150
94114,Private room,2,1.0,1.0,1.0,2,68,185.0,bin 150-200
94110,Private room,2,1.0,1.0,1.0,30,0,195.0,bin 150-200
94123,Private room,2,1.0,1.0,1.0,1,316,159.0,bin 150-200
94122,Entire home/apt,5,2.0,1.0,3.0,30,79,135.0,bin 100-150
94116,Entire home/apt,4,2.0,2.0,2.0,3,161,155.0,bin 150-200
94117,Entire home/apt,4,2.0,1.0,2.0,30,7,154.0,bin 150-200
94123,Entire home/apt,4,1.0,1.0,2.0,30,6,125.0,bin 100-150
94123,Entire home/apt,6,2.0,2.0,2.0,30,2,283.0,bin 250-300
94127,Private room,2,1.0,1.0,1.0,1,196,141.0,bin 100-150
94123,Private room,1,1.0,1.5,1.0,1,73,139.0,bin 100-150
94114,Entire home/apt,2,1.0,1.0,1.0,30,123,165.0,bin 150-200
94131,Entire home/apt,4,1.0,1.0,3.0,1,185,150.0,bin 100-150
94117,Private room,8,4.0,2.5,5.0,30,2,400.0,bin 350-400
94108,Entire home/apt,2,0.0,1.0,1.0,30,14,110.0,bin 100-150
94108,Entire home/apt,2,0.0,1.0,1.0,30,12,110.0,bin 100-150
94118,Entire home/apt,2,1.0,1.0,1.0,30,40,200.0,bin 150-200
94131,Entire home/apt,1,0.0,1.0,1.0,2,117,215.0,bin 200-250
94134,Entire home/apt,2,1.0,1.0,1.0,1,147,119.0,bin 100-150
94122,Private room,4,1.0,1.0,1.0,1,263,80.0,bin 50-100
94123,Entire home/apt,6,1.0,1.0,3.0,30,61,125.0,bin 100-150
94110,Entire home/apt,4,2.0,1.0,4.0,30,105,280.0,bin 250-300
94117,Private room,2,1.0,1.0,1.0,30,1,125.0,bin 100-150
94117,Entire home/apt,2,0.0,1.0,1.0,3,204,150.0,bin 100-150
94117,Private room,2,1.0,1.0,1.0,30,231,80.0,bin 50-100
94112,Private room,2,1.0,1.0,2.0,5,70,60.0,bin 50-100
94131,Private room,2,1.0,1.0,1.0,2,167,200.0,bin 150-200
94109,Shared room,8,1.0,2.0,4.0,30,6,79.0,bin 50-100
94114,Entire home/apt,5,3.0,2.0,5.0,3,21,250.0,bin 200-250
94114,Private room,2,1.0,1.0,1.0,3,158,80.0,bin 50-100
94114,Entire home/apt,6,3.0,1.0,3.0,30,9,235.0,bin 200-250
94109,Private room,2,1.0,1.0,1.0,3,221,99.0,bin 50-100
94109,Private room,2,1.0,1.0,1.0,3,103,79.0,bin 50-100
94122,Private room,2,1.0,1.0,1.0,30,33,60.0,bin 50-100
94115,Private room,1,1.0,1.0,1.0,4,22,75.0,bin 50-100
94131,Entire home/apt,5,2.0,1.0,2.0,3,103,275.0,bin 250-300
94107,Entire home/apt,3,3.0,1.5,3.0,55,2,130.0,bin 100-150
94118,Entire home/apt,4,1.0,1.0,2.0,1,156,279.0,bin 250-300
94102,Entire home/apt,2,1.0,1.0,0.0,30,15,249.0,bin 200-250
94118,Private room,1,1.0,1.0,1.0,5,150,95.0,bin 50-100
94124,Entire home/apt,2,1.0,1.0,2.0,30,15,109.0,bin 100-150
94112,Private room,2,1.0,1.0,1.0,2,133,96.0,bin 50-100
94114,Entire home/apt,6,3.0,1.0,3.0,30,4,235.0,bin 200-250
94110,Private room,2,1.0,1.0,1.0,1,180,80.0,bin 50-100
94133,Entire home/apt,4,2.0,1.5,2.0,30,23,280.0,bin 250-300
94118,Entire home/apt,2,1.0,1.0,1.0,2,369,140.0,bin 100-150
94133,Entire home/apt,4,2.0,1.0,4.0,5,7,350.0,bin 300-350
94116,Entire home/apt,6,3.0,2.0,4.0,30,137,199.0,bin 150-200
94110,Private room,2,1.0,1.0,1.0,3,7,150.0,bin 100-150
94110,Entire home/apt,6,4.0,2.0,4.0,5,7,233.0,bin 200-250
94110,Entire home/apt,7,3.0,1.0,3.0,4,23,400.0,bin 350-400
94110,Entire home/apt,2,1.0,1.5,1.0,3,81,230.0,bin 200-250
94116,Entire home/apt,2,1.0,1.0,1.0,1,94,200.0,bin 150-200
94133,Private room,2,1.0,1.0,1.0,2,339,156.0,bin 150-200
94116,Entire home/apt,4,1.0,1.0,2.0,2,149,95.0,bin 50-100
94110,Entire home/apt,4,2.0,2.0,2.0,30,0,200.0,bin 150-200
94112,Private room,1,1.0,1.0,1.0,3,8,90.0,bin 50-100
94114,Entire home/apt,2,1.0,1.0,1.0,1,363,268.0,bin 250-300
94114,Entire home/apt,2,1.0,1.0,1.0,1,576,174.0,bin 150-200
94123,Private room,6,1.0,1.0,3.0,1,197,209.0,bin 200-250
94110,Entire home/apt,6,2.0,1.0,4.0,3,10,245.0,bin 200-250
94122,Entire home/apt,2,2.0,1.0,2.0,2,160,135.0,bin 100-150
94110,Entire home/apt,2,1.0,1.0,1.0,30,13,125.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,4,155,199.0,bin 150-200
94116,Private room,2,1.0,1.0,2.0,1,364,49.0,bin 0-50
94133,Entire home/apt,6,3.0,3.0,3.0,1,32,499.0,bin 450-500
94134,Entire home/apt,3,0.0,1.0,2.0,2,152,150.0,bin 100-150
94114,Entire home/apt,4,1.0,1.0,2.0,30,85,249.0,bin 200-250
94107,Private room,2,1.0,1.0,1.0,1,300,146.0,bin 100-150
94105,Entire home/apt,2,1.0,2.0,1.0,30,6,300.0,bin 250-300
94158,Entire home/apt,3,1.0,1.0,2.0,30,1,229.0,bin 200-250
94110,Entire home/apt,3,2.0,1.0,2.0,2,15,250.0,bin 200-250
94102,Entire home/apt,2,1.0,1.0,1.0,30,14,110.0,bin 100-150
94131,Entire home/apt,2,2.0,1.0,2.0,1,94,350.0,bin 300-350
94122,Entire home/apt,2,1.0,1.0,1.0,30,120,98.0,bin 50-100
94102,Entire home/apt,4,2.0,1.0,2.0,30,56,255.0,bin 250-300
94105,Entire home/apt,6,2.0,2.0,2.0,30,15,173.0,bin 150-200
94117,Entire home/apt,2,1.0,1.0,1.0,30,76,90.0,bin 50-100
94103,Private room,1,1.0,1.0,1.0,1,182,125.0,bin 100-150
94107,Entire home/apt,2,1.0,1.0,1.0,3,70,160.0,bin 150-200
94118,Private room,2,1.0,1.0,1.0,10,11,285.0,bin 250-300
94109,Entire home/apt,2,0.0,1.0,1.0,30,19,151.0,bin 150-200
94127,Private room,1,1.0,2.0,1.0,5,55,60.0,bin 50-100
94110,Entire home/apt,4,2.0,1.5,3.0,5,8,300.0,bin 250-300
94115,Private room,2,1.0,1.0,1.0,30,39,80.0,bin 50-100
94131,Entire home/apt,3,1.0,1.0,2.0,1,393,196.0,bin 150-200
94103,Private room,2,1.0,1.0,1.0,2,70,240.0,bin 200-250
94109,Private room,1,1.0,1.0,1.0,140,2,200.0,bin 150-200
94114,Private room,1,1.0,1.0,0.0,30,9,99.0,bin 50-100
94133,Entire home/apt,2,1.0,1.0,1.0,1,58,250.0,bin 200-250
94114,Entire home/apt,2,1.0,1.0,1.0,30,89,125.0,bin 100-150
94109,Entire home/apt,6,2.0,1.5,4.0,30,104,200.0,bin 150-200
94102,Entire home/apt,2,2.0,1.0,2.0,5,10,342.0,bin 300-350
94110,Private room,4,1.0,1.0,4.0,30,109,89.0,bin 50-100
94108,Entire home/apt,2,1.0,1.0,1.0,30,5,116.0,bin 100-150
94117,Private room,2,1.0,1.0,1.0,7,74,80.0,bin 50-100
94110,Private room,2,1.0,1.0,2.0,30,118,89.0,bin 50-100
94127,Entire home/apt,3,0.0,1.0,2.0,2,337,139.0,bin 100-150
94114,Private room,2,1.0,1.0,1.0,2,261,120.0,bin 100-150
94103,Private room,2,1.0,1.5,1.0,4,137,91.0,bin 50-100
94102,Entire home/apt,4,0.0,1.0,2.0,1,49,249.0,bin 200-250
94110,Entire home/apt,6,2.0,2.0,3.0,4,9,299.0,bin 250-300
94116,Private room,4,1.0,1.0,2.0,1,351,84.0,bin 50-100
94114,Entire home/apt,4,1.0,1.0,2.0,2,236,200.0,bin 150-200
94110,Entire home/apt,4,2.0,1.0,2.0,30,37,240.0,bin 200-250
94110,Entire home/apt,5,2.0,1.0,3.0,3,83,265.0,bin 250-300
94103,Entire home/apt,4,1.0,1.5,2.0,30,4,250.0,bin 200-250
94110,Private room,2,1.0,1.0,1.0,4,7,300.0,bin 250-300
94131,Entire home/apt,2,0.0,1.0,1.0,3,106,265.0,bin 250-300
94115,Entire home/apt,1,0.0,1.0,1.0,30,1,129.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,60,2,50.0,bin 0-50
94110,Entire home/apt,2,0.0,1.0,1.0,4,121,114.0,bin 100-150
94114,Private room,1,1.0,1.0,1.0,2,119,134.0,bin 100-150
94116,Private room,3,1.0,1.0,2.0,1,337,75.0,bin 50-100
94110,Entire home/apt,2,1.0,1.0,1.0,3,184,135.0,bin 100-150
94118,Private room,1,1.0,1.0,1.0,30,2,58.0,bin 50-100
94107,Private room,1,1.0,1.5,1.0,30,4,375.0,bin 350-400
94110,Private room,1,1.0,1.0,1.0,3,270,95.0,bin 50-100
94110,Entire home/apt,5,2.0,1.0,2.0,1,32,350.0,bin 300-350
94110,Private room,2,1.0,1.0,1.0,1,124,160.0,bin 150-200
94114,Entire home/apt,7,3.0,2.5,3.0,30,27,300.0,bin 250-300
94115,Private room,2,1.0,1.0,1.0,2,238,99.0,bin 50-100
94131,Private room,2,1.0,1.0,1.0,5,150,150.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,3,53,110.0,bin 100-150
94102,Entire home/apt,4,0.0,1.0,2.0,1,11,259.0,bin 250-300
94117,Entire home/apt,2,1.0,1.0,1.0,2,74,149.0,bin 100-150
94133,Private room,2,1.0,2.0,1.0,30,137,66.0,bin 50-100
94133,Private room,2,1.0,2.0,1.0,30,129,68.0,bin 50-100
94110,Entire home/apt,6,3.0,1.5,3.0,3,23,485.0,bin 450-500
94110,Private room,2,1.0,1.0,1.0,3,138,110.0,bin 100-150
94107,Private room,2,1.0,1.0,1.0,30,4,80.0,bin 50-100
94111,Entire home/apt,3,2.0,1.0,2.0,30,2,370.0,bin 350-400
94110,Entire home/apt,2,1.0,1.0,1.0,30,35,110.0,bin 100-150
94103,Entire home/apt,2,1.0,1.0,1.0,6,10,150.0,bin 100-150
94112,Entire home/apt,2,1.0,1.0,3.0,30,36,100.0,bin 50-100
94114,Private room,2,1.0,1.5,1.0,30,32,105.0,bin 100-150
94114,Entire home/apt,2,1.0,1.0,1.0,30,55,219.0,bin 200-250
94114,Entire home/apt,4,3.0,2.0,3.0,4,52,350.0,bin 300-350
94107,Entire home/apt,6,1.0,1.0,1.0,1,202,300.0,bin 250-300
94102,Private room,2,1.0,1.0,1.0,6,65,110.0,bin 100-150
94102,Private room,2,1.0,1.0,1.0,6,71,110.0,bin 100-150
94131,Entire home/apt,2,1.0,1.0,1.0,3,20,300.0,bin 250-300
94114,Entire home/apt,1,0.0,1.0,1.0,31,58,99.0,bin 50-100
94124,Entire home/apt,4,2.0,1.5,2.0,31,0,110.0,bin 100-150
94110,Entire home/apt,4,3.0,1.0,2.0,30,9,190.0,bin 150-200
94110,Entire home/apt,3,1.0,1.0,2.0,1,51,149.0,bin 100-150
94109,Entire home/apt,4,1.0,1.0,1.0,5,24,325.0,bin 300-350
94111,Entire home/apt,2,1.0,1.0,1.0,30,1,240.0,bin 200-250
94105,Entire home/apt,2,1.0,1.0,1.0,30,1,252.0,bin 250-300
94102,Entire home/apt,4,0.0,1.0,2.0,1,15,249.0,bin 200-250
94131,Entire home/apt,2,1.0,1.0,1.0,30,14,185.0,bin 150-200
94114,Entire home/apt,6,4.0,2.0,4.0,4,24,399.0,bin 350-400
94110,Entire home/apt,4,2.0,1.0,2.0,3,3,225.0,bin 200-250
94114,Entire home/apt,2,1.0,1.0,1.0,30,6,150.0,bin 100-150
94114,Entire home/apt,4,2.0,1.0,2.0,3,76,350.0,bin 300-350
94109,Entire home/apt,2,1.0,1.0,1.0,30,2,220.0,bin 200-250
94103,Private room,1,1.0,1.0,1.0,2,96,100.0,bin 50-100
94110,Private room,2,1.0,1.0,1.0,1,102,90.0,bin 50-100
94110,Entire home/apt,8,3.0,1.5,5.0,3,48,400.0,bin 350-400
94109,Entire home/apt,2,1.0,1.0,1.0,4,30,128.0,bin 100-150
94110,Entire home/apt,4,2.0,2.0,2.0,3,55,300.0,bin 250-300
94122,Entire home/apt,6,3.0,1.0,3.0,30,14,219.0,bin 200-250
94122,Entire home/apt,4,2.0,1.0,2.0,30,79,157.0,bin 150-200
94107,Entire home/apt,1,1.0,1.0,1.0,2,63,265.0,bin 250-300
94121,Private room,4,1.0,1.0,2.0,3,123,75.0,bin 50-100
94112,Private room,1,1.0,1.0,1.0,3,6,75.0,bin 50-100
94112,Private room,1,1.0,1.0,1.0,3,11,75.0,bin 50-100
94108,Private room,1,1.0,1.5,1.0,30,3,83.0,bin 50-100
94114,Entire home/apt,3,1.0,1.0,1.0,5,113,225.0,bin 200-250
94115,Private room,2,1.0,1.0,1.0,2,209,155.0,bin 150-200
94118,Private room,2,1.0,1.0,1.0,2,136,140.0,bin 100-150
94127,Private room,1,1.0,2.0,1.0,4,17,60.0,bin 50-100
94114,Private room,2,1.0,1.0,1.0,2,18,197.0,bin 150-200
94110,Entire home/apt,4,2.0,1.0,2.0,30,0,170.0,bin 150-200
94112,Entire home/apt,2,1.0,1.0,1.0,3,148,95.0,bin 50-100
94109,Private room,1,1.0,1.5,1.0,1,247,149.0,bin 100-150
94103,Entire home/apt,4,2.0,1.0,2.0,3,42,245.0,bin 200-250
94112,Private room,4,1.0,1.0,2.0,3,14,219.0,bin 200-250
94131,Private room,2,1.0,1.0,1.0,2,133,75.0,bin 50-100
94118,Private room,2,1.0,2.0,1.0,3,27,125.0,bin 100-150
94122,Entire home/apt,6,3.0,2.5,3.0,30,144,190.0,bin 150-200
94110,Entire home/apt,4,1.0,1.0,4.0,1,54,150.0,bin 100-150
94131,Private room,2,1.0,1.0,1.0,2,357,125.0,bin 100-150
94122,Private room,2,1.0,1.0,1.0,3,38,190.0,bin 150-200
94110,Entire home/apt,6,4.0,1.0,0.0,5,67,250.0,bin 200-250
94110,Private room,1,1.0,1.5,1.0,3,63,115.0,bin 100-150
94116,Entire home/apt,2,0.0,1.0,1.0,2,96,179.0,bin 150-200
94122,Entire home/apt,7,3.0,2.0,4.0,6,8,240.0,bin 200-250
94109,Entire home/apt,2,1.0,1.0,1.0,30,2,90.0,bin 50-100
94122,Private room,2,1.0,1.0,1.0,3,104,99.0,bin 50-100
94112,Entire home/apt,8,2.0,1.0,2.0,2,14,174.0,bin 150-200
94116,Entire home/apt,4,2.0,1.0,2.0,30,19,350.0,bin 300-350
94133,Shared room,4,1.0,10.0,4.0,1,159,38.0,bin 0-50
94133,Shared room,4,1.0,10.0,4.0,1,244,38.0,bin 0-50
94127,Private room,1,1.0,1.0,1.0,2,204,53.0,bin 50-100
94117,Entire home/apt,3,0.0,1.0,1.0,90,6,132.0,bin 100-150
94132,Private room,1,1.0,1.0,1.0,2,241,99.0,bin 50-100
94132,Private room,1,1.0,1.0,1.0,2,186,79.0,bin 50-100
94131,Private room,1,1.0,1.0,1.0,30,2,50.0,bin 0-50
94133,Entire home/apt,2,1.0,1.0,1.0,30,114,95.0,bin 50-100
94124,Private room,3,1.0,1.0,1.0,3,4,129.0,bin 100-150
94102,Private room,2,1.0,1.0,1.0,1,95,110.0,bin 100-150
94102,Entire home/apt,4,0.0,1.0,2.0,2,3,449.0,bin 400-450
94102,Entire home/apt,2,1.0,1.0,1.0,30,17,150.0,bin 100-150
94107,Entire home/apt,3,1.0,1.5,1.0,4,236,269.0,bin 250-300
94110,Entire home/apt,1,0.0,1.0,1.0,2,183,125.0,bin 100-150
94107,Private room,2,1.0,1.0,1.0,3,202,130.0,bin 100-150
94127,Private room,2,1.0,1.0,1.0,30,87,130.0,bin 100-150
94103,Entire home/apt,2,1.0,1.0,1.0,30,34,249.0,bin 200-250
94114,Entire home/apt,5,2.0,1.0,3.0,3,18,320.0,bin 300-350
94110,Entire home/apt,4,1.0,1.0,1.0,2,169,295.0,bin 250-300
94109,Entire home/apt,2,1.0,1.0,1.0,2,97,140.0,bin 100-150
94109,Private room,2,1.0,1.0,1.0,2,203,116.0,bin 100-150
94112,Entire home/apt,3,1.0,1.0,1.0,2,186,125.0,bin 100-150
94122,Private room,2,1.0,1.0,2.0,2,94,95.0,bin 50-100
94109,Entire home/apt,2,1.0,1.0,2.0,30,22,200.0,bin 150-200
94122,Private room,1,1.0,2.0,0.0,2,62,60.0,bin 50-100
94122,Private room,2,1.0,2.0,0.0,2,98,75.0,bin 50-100
94114,Private room,2,1.0,1.0,1.0,2,194,115.0,bin 100-150
94112,Entire home/apt,6,3.0,2.0,5.0,4,42,300.0,bin 250-300
94117,Private room,1,1.0,1.5,1.0,2,250,95.0,bin 50-100
94110,Entire home/apt,2,1.0,1.0,1.0,1,105,155.0,bin 150-200
94103,Entire home/apt,3,1.0,1.0,1.0,3,27,320.0,bin 300-350
94122,Entire home/apt,4,2.0,1.0,2.0,3,162,179.0,bin 150-200
