zipcode,room_type,accommodates,bedrooms,bathrooms,beds,minimum_nights,number_of_reviews,price,price_bin
94123,Entire home/apt,2,1.0,1.0,1.0,30,1,158.0,bin 150-200
94116,Shared room,1,1.0,1.0,1.0,30,2,35.0,bin 0-50
94122,Private room,2,1.0,1.0,1.0,1,143,72.0,bin 50-100
94123,Private room,2,1.0,1.0,1.0,2,56,145.0,bin 100-150
94123,Private room,2,1.0,1.0,0.0,3,52,86.0,bin 50-100
94112,Private room,1,1.0,1.0,1.0,30,1,89.0,bin 50-100
94105,Entire home/apt,2,0.0,1.0,1.0,365,1,121.0,bin 100-150
94131,Entire home/apt,6,2.0,1.0,2.0,2,21,157.0,bin 150-200
94105,Entire home/apt,3,2.0,2.0,2.0,30,3,190.0,bin 150-200
94134,Entire home/apt,4,1.0,2.0,2.0,2,104,155.0,bin 150-200
94127,Entire home/apt,4,2.0,1.0,3.0,30,0,250.0,bin 200-250
94109,Entire home/apt,2,0.0,1.0,1.0,30,1,99.0,bin 50-100
94109,Entire home/apt,2,0.0,1.0,0.0,30,3,155.0,bin 150-200
94109,Entire home/apt,2,0.0,1.0,0.0,30,3,101.0,bin 100-150
94115,Entire home/apt,4,2.0,1.0,2.0,30,4,241.0,bin 200-250
94134,Entire home/apt,2,1.0,1.0,1.0,30,17,101.0,bin 100-150
94115,Entire home/apt,4,2.0,1.0,2.0,30,2,241.0,bin 200-250
94115,Entire home/apt,6,3.0,2.0,3.0,30,2,363.0,bin 350-400
94107,Private room,1,1.0,1.0,1.0,2,33,125.0,bin 100-150
94110,Entire home/apt,6,3.0,1.5,4.0,3,10,350.0,bin 300-350
94112,Entire home/apt,4,2.0,1.5,3.0,30,1,120.0,bin 100-150
94133,Private room,2,1.0,8.0,1.0,1,28,159.0,bin 150-200
94115,Entire home/apt,4,2.0,2.0,2.0,30,1,267.0,bin 250-300
94115,Entire home/apt,6,3.0,2.0,3.0,30,1,363.0,bin 350-400
94110,Entire home/apt,5,3.0,2.5,4.0,4,7,400.0,bin 350-400
94103,Private room,2,1.0,4.0,1.0,7,14,89.0,bin 50-100
94115,Entire home/apt,6,3.0,2.0,3.0,30,0,363.0,bin 350-400
94127,Entire home/apt,4,1.0,1.0,1.0,1,93,119.0,bin 100-150
94103,Private room,2,1.0,1.0,1.0,30,0,52.0,bin 50-100
94122,Entire home/apt,8,5.0,2.0,5.0,30,2,300.0,bin 250-300
94112,Private room,1,1.0,1.0,1.0,5,0,120.0,bin 100-150
94112,Private room,1,1.0,1.0,1.0,5,2,100.0,bin 50-100
94118,Entire home/apt,6,2.0,1.5,2.0,30,1,230.0,bin 200-250
94134,Entire home/apt,2,1.0,1.0,1.0,1,136,125.0,bin 100-150
94123,Private room,2,1.0,1.0,1.0,2,62,129.0,bin 100-150
94124,Entire home/apt,6,3.0,2.0,3.0,90,1,199.0,bin 150-200
94105,Private room,1,1.0,1.0,1.0,30,4,235.0,bin 200-250
94132,Private room,3,1.0,1.5,2.0,1,20,120.0,bin 100-150
94109,Entire home/apt,4,1.0,1.0,1.0,2,45,288.0,bin 250-300
94115,Private room,2,1.0,1.0,1.0,2,75,225.0,bin 200-250
94108,Entire home/apt,2,0.0,1.0,1.0,2,16,95.0,bin 50-100
94122,Entire home/apt,4,1.0,1.0,2.0,3,24,300.0,bin 250-300
94117,Entire home/apt,2,0.0,1.0,1.0,30,6,90.0,bin 50-100
94108,Entire home/apt,2,1.0,1.0,1.0,30,2,140.0,bin 100-150
94108,Entire home/apt,2,1.0,1.0,1.0,2,4,250.0,bin 200-250
94103,Entire home/apt,4,2.0,1.0,2.0,30,1,206.0,bin 200-250
94108,Entire home/apt,2,1.0,1.0,1.0,30,1,188.0,bin 150-200
94115,Entire home/apt,4,2.0,2.0,2.0,30,2,215.0,bin 200-250
94114,Entire home/apt,8,3.0,1.5,4.0,30,5,230.0,bin 200-250
94117,Entire home/apt,2,1.0,1.0,1.0,30,1,111.0,bin 100-150
94118,Entire home/apt,2,1.0,1.0,2.0,30,4,90.0,bin 50-100
94108,Private room,4,1.0,1.0,2.0,2,0,300.0,bin 250-300
94108,Entire home/apt,2,1.0,1.0,1.0,2,8,250.0,bin 200-250
94108,Private room,2,1.0,1.0,1.0,2,2,250.0,bin 200-250
94108,Entire home/apt,2,1.0,1.0,1.0,2,1,250.0,bin 200-250
94108,Entire home/apt,2,1.0,1.0,1.0,2,3,250.0,bin 200-250
94107,Private room,2,1.0,1.0,1.0,2,15,151.0,bin 150-200
94102,Entire home/apt,2,1.0,1.0,1.0,30,0,422.0,bin 400-450
94108,Entire home/apt,2,1.0,1.0,1.0,2,2,250.0,bin 200-250
94134,Entire home/apt,2,1.0,2.0,1.0,4,7,95.0,bin 50-100
94114,Entire home/apt,16,4.0,3.5,8.0,30,1,250.0,bin 200-250
94131,Entire home/apt,4,2.0,1.0,2.0,3,31,300.0,bin 250-300
94115,Entire home/apt,6,3.0,2.0,3.0,30,1,363.0,bin 350-400
94115,Entire home/apt,4,2.0,2.0,2.0,30,0,267.0,bin 250-300
94115,Entire home/apt,4,2.0,2.0,2.0,30,2,267.0,bin 250-300
94115,Entire home/apt,6,3.0,2.0,3.0,30,0,363.0,bin 350-400
94115,Entire home/apt,6,3.0,2.0,3.0,30,0,363.0,bin 350-400
94115,Entire home/apt,8,4.0,4.0,4.0,30,1,452.0,bin 450-500
94115,Entire home/apt,2,1.0,1.0,1.0,100,0,110.0,bin 100-150
94110,Entire home/apt,2,0.0,1.0,1.0,30,0,115.0,bin 100-150
94110,Private room,1,1.0,1.0,1.0,5,15,52.0,bin 50-100
94114,Entire home/apt,2,1.0,1.0,1.0,30,3,140.0,bin 100-150
94109,Entire home/apt,2,0.0,1.0,1.0,30,0,85.0,bin 50-100
94103,Private room,4,1.0,1.0,3.0,2,101,200.0,bin 150-200
94123,Private room,2,1.0,1.0,1.0,30,0,125.0,bin 100-150
94131,Private room,1,1.0,1.0,1.0,30,1,50.0,bin 0-50
94109,Entire home/apt,2,1.0,1.0,1.0,2,22,225.0,bin 200-250
94115,Entire home/apt,2,0.0,1.0,2.0,30,1,120.0,bin 100-150
94108,Entire home/apt,2,1.0,1.0,1.0,30,0,179.0,bin 150-200
94108,Entire home/apt,2,0.0,1.0,1.0,30,0,215.0,bin 200-250
94108,Entire home/apt,2,0.0,1.0,1.0,30,3,120.0,bin 100-150
94132,Entire home/apt,3,1.0,1.0,1.0,2,79,140.0,bin 100-150
94116,Private room,2,1.0,1.0,1.0,2,142,80.0,bin 50-100
94110,Private room,2,1.0,1.0,1.0,5,11,200.0,bin 150-200
94107,Private room,1,1.0,1.5,1.0,30,1,145.0,bin 100-150
94123,Entire home/apt,4,2.0,1.5,2.0,5,5,360.0,bin 350-400
94108,Entire home/apt,2,0.0,1.0,1.0,2,13,130.0,bin 100-150
94112,Entire home/apt,4,2.0,1.0,2.0,2,90,200.0,bin 150-200
94121,Private room,2,1.0,1.0,1.0,3,22,125.0,bin 100-150
94116,Entire home/apt,4,1.0,2.0,2.0,2,120,314.0,bin 300-350
94132,Private room,2,1.0,1.5,1.0,2,37,70.0,bin 50-100
94110,Entire home/apt,4,2.0,2.5,3.0,3,5,275.0,bin 250-300
94132,Private room,2,2.0,1.0,2.0,30,7,90.0,bin 50-100
94116,Shared room,1,1.0,1.0,1.0,30,3,27.0,bin 0-50
94112,Entire home/apt,5,2.0,1.5,4.0,1,104,200.0,bin 150-200
94118,Entire home/apt,6,3.0,2.0,3.0,6,4,250.0,bin 200-250
94108,Private room,1,0.0,1.0,1.0,30,0,68.0,bin 50-100
94131,Entire home/apt,5,3.0,2.0,3.0,4,56,149.0,bin 100-150
94118,Private room,2,1.0,1.0,1.0,2,71,99.0,bin 50-100
94118,Private room,4,1.0,1.0,3.0,2,82,89.0,bin 50-100
94109,Shared room,2,1.0,5.0,2.0,30,0,200.0,bin 150-200
94109,Shared room,2,1.0,5.0,2.0,30,0,200.0,bin 150-200
94109,Private room,1,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,1,1.0,5.0,1.0,30,0,150.0,bin 100-150
94109,Private room,1,1.0,5.0,1.0,30,0,150.0,bin 100-150
94109,Private room,1,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,1,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,1,1.0,5.0,1.0,30,1,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,1,150.0,bin 100-150
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94109,Private room,2,1.0,5.0,1.0,30,0,200.0,bin 150-200
94102,Private room,2,0.0,1.0,1.0,1,16,140.0,bin 100-150
94103,Entire home/apt,2,1.0,1.0,1.0,3,3,194.0,bin 150-200
94122,Entire home/apt,4,1.0,1.5,1.0,2,124,175.0,bin 150-200
94117,Entire home/apt,6,3.0,2.0,5.0,3,7,365.0,bin 350-400
94115,Entire home/apt,2,0.0,1.0,2.0,30,0,110.0,bin 100-150
94116,Entire home/apt,4,1.0,1.0,3.0,3,85,150.0,bin 100-150
94110,Entire home/apt,6,3.0,2.0,3.0,30,0,259.0,bin 250-300
94114,Entire home/apt,4,2.0,1.0,2.0,30,4,135.0,bin 100-150
94117,Entire home/apt,2,1.0,1.0,1.0,30,0,115.0,bin 100-150
94108,Private room,2,1.0,1.0,1.0,1,113,49.0,bin 0-50
94108,Private room,2,1.0,1.0,1.0,1,110,49.0,bin 0-50
94121,Private room,1,1.0,1.5,0.0,30,0,79.0,bin 50-100
94108,Private room,2,1.0,1.0,1.0,1,135,49.0,bin 0-50
94108,Private room,2,1.0,1.0,1.0,1,113,49.0,bin 0-50
94111,Entire home/apt,4,0.0,1.0,2.0,31,3,200.0,bin 150-200
94116,Entire home/apt,4,2.0,1.0,2.0,2,8,425.0,bin 400-450
94103,Entire home/apt,2,0.0,1.0,1.0,30,0,120.0,bin 100-150
94110,Private room,1,1.0,1.5,1.0,3,59,105.0,bin 100-150
94103,Private room,2,1.0,2.5,1.0,30,0,55.0,bin 50-100
94116,Entire home/apt,6,3.0,3.0,3.0,4,3,300.0,bin 250-300
94122,Entire home/apt,3,1.0,1.0,1.0,2,99,100.0,bin 50-100
94133,Entire home/apt,2,1.0,1.0,2.0,30,0,130.0,bin 100-150
94115,Private room,2,1.0,1.0,1.0,30,0,60.0,bin 50-100
94117,Private room,2,1.0,1.0,1.0,3,58,150.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,1,51,89.0,bin 50-100
94158,Shared room,3,1.0,3.5,1.0,30,2,33.0,bin 0-50
94117,Private room,3,1.0,5.0,2.0,1,51,100.0,bin 50-100
94117,Private room,3,1.0,1.0,2.0,1,54,100.0,bin 50-100
94116,Entire home/apt,4,3.0,2.0,4.0,2,9,350.0,bin 300-350
94110,Entire home/apt,7,3.0,2.0,5.0,60,0,325.0,bin 300-350
94112,Private room,2,1.0,2.0,1.0,1,31,78.0,bin 50-100
94114,Entire home/apt,6,3.0,2.5,3.0,1,12,499.0,bin 450-500
94110,Entire home/apt,3,2.0,1.0,2.0,30,4,165.0,bin 150-200
94112,Entire home/apt,9,3.0,3.0,6.0,2,13,250.0,bin 200-250
94103,Private room,4,1.0,1.5,1.0,3,1,200.0,bin 150-200
94114,Entire home/apt,4,2.0,2.0,2.0,30,2,297.0,bin 250-300
94107,Entire home/apt,2,1.0,1.0,1.0,30,0,188.0,bin 150-200
94107,Entire home/apt,2,1.0,1.0,1.0,30,0,215.0,bin 200-250
94107,Entire home/apt,2,1.0,1.0,1.0,30,1,220.0,bin 200-250
94133,Entire home/apt,4,2.0,1.0,3.0,4,4,298.0,bin 250-300
94103,Entire home/apt,2,1.0,1.0,2.0,2,31,200.0,bin 150-200
94114,Entire home/apt,2,1.0,1.0,1.0,2,88,165.0,bin 150-200
94110,Entire home/apt,3,1.0,1.0,2.0,30,41,133.0,bin 100-150
94103,Private room,6,2.0,2.0,3.0,2,17,497.0,bin 450-500
94127,Entire home/apt,4,0.0,1.0,1.0,2,101,150.0,bin 100-150
94131,Entire home/apt,3,1.0,1.0,1.0,2,54,185.0,bin 150-200
94105,Entire home/apt,2,1.0,1.0,1.0,30,0,250.0,bin 200-250
94112,Entire home/apt,5,2.0,1.0,3.0,2,19,300.0,bin 250-300
94105,Entire home/apt,5,2.0,2.0,4.0,30,3,315.0,bin 300-350
94108,Entire home/apt,2,1.0,1.0,1.0,30,0,125.0,bin 100-150
94103,Entire home/apt,2,0.0,1.0,2.0,30,5,125.0,bin 100-150
94131,Private room,2,1.0,1.5,1.0,2,25,95.0,bin 50-100
94102,Entire home/apt,2,1.0,1.0,1.0,30,6,117.0,bin 100-150
94117,Private room,2,1.0,1.0,1.0,2,61,129.0,bin 100-150
94110,Entire home/apt,4,2.0,1.0,2.0,30,8,120.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,1,67,88.0,bin 50-100
94121,Entire home/apt,4,3.0,1.5,3.0,30,10,300.0,bin 250-300
94107,Entire home/apt,4,1.0,2.0,1.0,1,10,219.0,bin 200-250
94103,Entire home/apt,2,0.0,1.0,2.0,30,7,115.0,bin 100-150
94123,Entire home/apt,2,0.0,1.0,1.0,30,5,150.0,bin 100-150
94110,Entire home/apt,6,3.0,2.5,3.0,5,37,250.0,bin 200-250
94118,Entire home/apt,7,3.0,1.5,3.0,30,4,400.0,bin 350-400
94107,Entire home/apt,2,1.0,1.0,1.0,3,52,175.0,bin 150-200
94110,Entire home/apt,4,1.0,1.0,2.0,2,144,149.0,bin 100-150
94131,Private room,2,1.0,1.0,1.0,1,1,200.0,bin 150-200
94115,Entire home/apt,4,1.0,1.0,2.0,30,1,160.0,bin 150-200
94107,Private room,1,1.0,1.0,1.0,3,39,99.0,bin 50-100
94109,Entire home/apt,3,1.0,1.0,2.0,30,0,110.0,bin 100-150
94118,Entire home/apt,3,1.0,1.0,1.0,30,2,113.0,bin 100-150
94131,Private room,1,1.0,1.0,1.0,30,2,64.0,bin 50-100
94107,Entire home/apt,3,1.0,1.0,1.0,30,4,149.0,bin 100-150
94117,Entire home/apt,2,1.0,1.0,1.0,5,10,200.0,bin 150-200
94110,Private room,2,1.0,1.0,1.0,3,24,150.0,bin 100-150
94121,Entire home/apt,5,2.0,1.0,3.0,5,8,325.0,bin 300-350
94102,Private room,4,1.0,1.0,2.0,3,1,300.0,bin 250-300
94103,Entire home/apt,2,1.0,1.0,1.0,2,35,300.0,bin 250-300
94107,Entire home/apt,2,0.0,1.0,1.0,30,1,149.0,bin 100-150
94131,Private room,3,2.0,1.0,1.0,1,97,155.0,bin 150-200
94122,Entire home/apt,2,0.0,1.0,1.0,2,123,150.0,bin 100-150
94112,Private room,2,1.0,1.0,1.0,2,2,200.0,bin 150-200
94107,Entire home/apt,2,0.0,1.0,0.0,30,2,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,1,184.0,bin 150-200
94107,Entire home/apt,2,0.0,1.0,0.0,30,0,199.0,bin 150-200
94107,Entire home/apt,2,0.0,1.0,0.0,30,0,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,2,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,1,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,2,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,2,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,0,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,0,105.0,bin 100-150
94107,Entire home/apt,2,0.0,1.0,0.0,30,1,105.0,bin 100-150
94103,Private room,2,1.0,1.0,1.0,4,101,129.0,bin 100-150
94114,Entire home/apt,4,2.0,1.0,2.0,2,12,300.0,bin 250-300
94134,Private room,2,1.0,1.0,1.0,3,78,85.0,bin 50-100
94122,Entire home/apt,6,2.0,1.0,2.0,2,4,245.0,bin 200-250
94108,Entire home/apt,4,2.0,1.0,2.0,30,2,170.0,bin 150-200
94117,Shared room,4,1.0,5.0,4.0,1,14,100.0,bin 50-100
94116,Shared room,1,1.0,1.0,1.0,30,2,34.0,bin 0-50
94109,Private room,1,1.0,1.0,1.0,32,1,145.0,bin 100-150
94117,Private room,2,1.0,1.0,1.0,1,115,125.0,bin 100-150
94107,Entire home/apt,4,2.0,1.0,2.0,30,0,208.0,bin 200-250
94110,Entire home/apt,3,0.0,1.0,2.0,30,22,220.0,bin 200-250
94114,Private room,2,1.0,1.0,1.0,2,47,142.0,bin 100-150
94103,Entire home/apt,2,0.0,1.0,1.0,2,10,100.0,bin 50-100
94107,Entire home/apt,2,1.0,1.0,1.0,30,2,163.0,bin 150-200
94107,Entire home/apt,4,1.0,1.0,2.0,2,26,249.0,bin 200-250
94109,Entire home/apt,4,2.0,1.0,2.0,30,0,317.0,bin 300-350
94107,Entire home/apt,6,3.0,2.0,3.0,30,0,351.0,bin 350-400
94114,Entire home/apt,4,1.0,1.0,2.0,4,19,219.0,bin 200-250
94109,Private room,4,1.0,1.0,2.0,2,3,290.0,bin 250-300
94110,Entire home/apt,6,3.0,1.5,4.0,4,15,450.0,bin 400-450
94110,Entire home/apt,2,1.0,1.0,1.0,30,50,225.0,bin 200-250
94112,Entire home/apt,7,2.0,2.0,3.0,2,110,150.0,bin 100-150
94114,Entire home/apt,2,1.0,1.0,1.0,30,1,99.0,bin 50-100
94127,Entire home/apt,4,1.0,1.0,2.0,30,14,150.0,bin 100-150
94110,Private room,1,1.0,1.0,1.0,30,1,100.0,bin 50-100
94117,Entire home/apt,3,1.0,1.0,2.0,3,90,185.0,bin 150-200
94114,Entire home/apt,4,2.0,1.0,2.0,30,0,197.0,bin 150-200
94116,Entire home/apt,6,2.0,1.0,2.0,30,6,153.0,bin 150-200
94134,Entire home/apt,5,2.0,1.0,3.0,1,160,149.0,bin 100-150
94118,Entire home/apt,4,1.0,1.0,2.0,2,109,175.0,bin 150-200
94114,Entire home/apt,4,1.0,1.0,1.0,30,0,183.0,bin 150-200
94108,Entire home/apt,3,1.0,1.0,1.0,30,1,124.0,bin 100-150
94121,Entire home/apt,4,2.0,2.0,3.0,2,48,295.0,bin 250-300
94103,Private room,2,1.0,1.5,1.0,30,34,115.0,bin 100-150
94116,Private room,2,1.0,1.0,1.0,1,73,230.0,bin 200-250
94112,Private room,2,0.0,1.0,1.0,30,1,60.0,bin 50-100
94117,Entire home/apt,4,2.0,2.0,2.0,4,12,250.0,bin 200-250
94134,Private room,2,1.0,1.0,1.0,1,7,90.0,bin 50-100
94103,Entire home/apt,5,2.0,1.0,3.0,1,96,280.0,bin 250-300
94108,Entire home/apt,6,3.0,3.0,3.0,30,2,320.0,bin 300-350
94108,Entire home/apt,4,2.0,2.0,2.0,30,1,268.0,bin 250-300
94108,Entire home/apt,6,3.0,3.0,3.0,30,3,339.0,bin 300-350
94131,Private room,1,1.0,1.0,1.0,30,0,85.0,bin 50-100
94122,Private room,4,1.0,1.0,1.0,2,2,200.0,bin 150-200
94102,Entire home/apt,4,2.0,1.0,2.0,30,2,268.0,bin 250-300
94122,Entire home/apt,4,2.0,1.0,2.0,2,26,365.0,bin 350-400
94110,Private room,2,1.0,1.0,1.0,1,80,140.0,bin 100-150
94121,Entire home/apt,2,1.0,1.0,1.0,1,112,195.0,bin 150-200
94112,Entire home/apt,6,1.0,1.0,1.0,1,19,150.0,bin 100-150
94131,Entire home/apt,4,0.0,1.0,2.0,1,131,145.0,bin 100-150
94117,Private room,1,1.0,1.0,1.0,60,4,42.0,bin 0-50
94122,Entire home/apt,2,1.0,1.0,1.0,4,21,150.0,bin 100-150
94117,Entire home/apt,6,2.0,1.5,4.0,90,0,190.0,bin 150-200
94110,Private room,3,1.0,1.0,2.0,2,76,97.0,bin 50-100
94122,Entire home/apt,3,1.0,1.0,2.0,2,72,175.0,bin 150-200
94114,Entire home/apt,4,2.0,1.0,2.0,2,20,220.0,bin 200-250
94134,Private room,2,1.0,1.0,1.0,1,10,90.0,bin 50-100
94122,Entire home/apt,4,2.0,1.0,2.0,2,94,325.0,bin 300-350
94134,Private room,2,1.0,1.0,0.0,1,5,100.0,bin 50-100
94105,Private room,1,1.0,1.0,1.0,2,24,149.0,bin 100-150
94115,Entire home/apt,4,2.0,1.5,2.0,2,2,350.0,bin 300-350
94117,Shared room,1,1.0,5.0,1.0,1,30,50.0,bin 0-50
94117,Shared room,1,1.0,5.0,1.0,1,21,50.0,bin 0-50
94117,Shared room,2,1.0,5.0,1.0,1,49,100.0,bin 50-100
94108,Private room,3,1.0,1.0,1.0,2,50,190.0,bin 150-200
94122,Private room,2,1.0,1.5,1.0,1,43,120.0,bin 100-150
94114,Entire home/apt,3,1.0,1.0,1.0,30,3,142.0,bin 100-150
94116,Private room,2,1.0,1.0,1.0,1,142,65.0,bin 50-100
94158,Entire home/apt,4,2.0,2.0,2.0,30,0,290.0,bin 250-300
94109,Entire home/apt,3,1.0,1.0,1.0,2,19,175.0,bin 150-200
94102,Private room,1,1.0,1.0,1.0,30,3,85.0,bin 50-100
94103,Private room,2,1.0,1.0,1.0,2,44,120.0,bin 100-150
94122,Private room,3,1.0,1.0,1.0,2,1,130.0,bin 100-150
94158,Shared room,3,1.0,3.5,1.0,30,2,37.0,bin 0-50
94118,Private room,2,1.0,1.5,1.0,2,42,60.0,bin 50-100
94122,Entire home/apt,3,1.0,1.0,1.0,2,85,140.0,bin 100-150
94133,Entire home/apt,4,2.0,1.0,2.0,30,2,220.0,bin 200-250
94108,Entire home/apt,2,0.0,1.0,1.0,2,9,90.0,bin 50-100
94108,Entire home/apt,3,1.0,1.0,2.0,2,4,99.0,bin 50-100
94112,Entire home/apt,2,0.0,1.0,1.0,2,96,125.0,bin 100-150
94107,Entire home/apt,3,2.0,2.0,2.0,60,0,296.0,bin 250-300
94121,Private room,2,1.0,1.0,2.0,1,186,94.0,bin 50-100
94103,Entire home/apt,2,1.0,1.0,1.0,30,0,125.0,bin 100-150
94117,Private room,2,1.0,1.0,1.0,1,43,125.0,bin 100-150
94121,Private room,2,1.0,1.0,1.0,1,147,94.0,bin 50-100
94118,Entire home/apt,4,2.0,2.0,2.0,3,35,325.0,bin 300-350
94118,Entire home/apt,6,2.0,1.5,3.0,2,121,275.0,bin 250-300
94117,Entire home/apt,2,1.0,1.0,1.0,5,13,270.0,bin 250-300
94131,Entire home/apt,2,0.0,1.0,1.0,2,91,155.0,bin 150-200
94110,Entire home/apt,4,1.0,1.5,2.0,30,1,200.0,bin 150-200
94112,Entire home/apt,6,3.0,2.5,3.0,4,3,100.0,bin 50-100
94134,Entire home/apt,9,4.0,2.0,4.0,1,111,399.0,bin 350-400
94115,Private room,2,1.0,1.0,1.0,3,43,185.0,bin 150-200
94123,Private room,2,1.0,1.0,1.0,3,0,150.0,bin 100-150
94115,Private room,2,1.0,1.0,1.0,3,43,125.0,bin 100-150
94127,Entire home/apt,2,0.0,1.0,1.0,3,57,102.0,bin 100-150
94108,Private room,3,1.0,1.5,1.0,1,42,190.0,bin 150-200
94108,Private room,2,1.0,1.5,1.0,1,45,150.0,bin 100-150
94109,Entire home/apt,4,2.0,2.0,2.0,30,0,210.0,bin 200-250
94114,Entire home/apt,2,1.0,1.0,1.0,5,23,225.0,bin 200-250
94108,Private room,1,1.0,1.5,1.0,30,2,57.0,bin 50-100
94131,Entire home/apt,2,1.0,1.0,1.0,2,22,299.0,bin 250-300
94108,Entire home/apt,2,0.0,1.0,1.0,30,0,124.0,bin 100-150
94114,Private room,2,1.0,1.0,1.0,3,71,175.0,bin 150-200
94122,Private room,2,1.0,1.0,1.0,3,0,450.0,bin 400-450
94122,Entire home/apt,6,2.0,2.0,3.0,1,39,85.0,bin 50-100
94123,Entire home/apt,3,2.0,1.0,2.0,2,12,275.0,bin 250-300
94133,Entire home/apt,4,2.0,2.0,2.0,30,2,272.0,bin 250-300
94105,Entire home/apt,3,1.0,1.0,2.0,30,0,215.0,bin 200-250
94105,Entire home/apt,3,1.0,1.0,2.0,30,0,215.0,bin 200-250
94105,Entire home/apt,3,1.0,1.0,2.0,30,0,215.0,bin 200-250
94105,Entire home/apt,3,1.0,1.0,2.0,30,0,215.0,bin 200-250
94103,Entire home/apt,3,1.0,1.0,2.0,30,0,177.0,bin 150-200
94109,Entire home/apt,4,2.0,2.0,2.0,30,3,289.0,bin 250-300
94102,Private room,3,1.0,1.0,0.0,1,95,135.0,bin 100-150
94108,Private room,1,1.0,1.5,1.0,30,3,52.0,bin 50-100
94122,Entire home/apt,6,3.0,2.5,3.0,2,112,450.0,bin 400-450
94117,Entire home/apt,1,1.0,1.0,2.0,90,1,94.0,bin 50-100
94108,Entire home/apt,2,0.0,1.0,1.0,2,11,95.0,bin 50-100
94116,Private room,2,1.0,1.5,1.0,2,53,60.0,bin 50-100
94110,Private room,1,1.0,1.0,1.0,3,2,200.0,bin 150-200
94105,Entire home/apt,3,1.0,1.0,2.0,30,0,215.0,bin 200-250
94134,Private room,2,1.0,1.0,1.0,2,56,75.0,bin 50-100
94133,Entire home/apt,4,2.0,2.0,2.0,2,28,450.0,bin 400-450
94109,Entire home/apt,4,1.0,1.0,2.0,3,20,229.0,bin 200-250
94109,Entire home/apt,4,1.0,1.0,2.0,3,24,229.0,bin 200-250
94110,Entire home/apt,2,1.0,1.0,1.0,30,1,185.0,bin 150-200
94110,Entire home/apt,4,2.0,1.0,3.0,2,20,175.0,bin 150-200
94132,Private room,2,1.0,1.0,1.0,1,4,80.0,bin 50-100
94110,Private room,2,1.0,1.5,1.0,1,14,280.0,bin 250-300
94110,Entire home/apt,5,3.0,1.0,3.0,2,49,300.0,bin 250-300
94131,Entire home/apt,3,1.0,1.0,1.0,2,73,129.0,bin 100-150
94110,Entire home/apt,4,2.0,1.0,2.0,30,0,175.0,bin 150-200
94115,Private room,2,1.0,1.0,1.0,3,57,150.0,bin 100-150
94109,Entire home/apt,4,1.0,1.0,2.0,3,30,229.0,bin 200-250
94109,Entire home/apt,4,1.0,1.0,2.0,3,31,229.0,bin 200-250
94107,Entire home/apt,4,2.0,2.0,2.0,30,0,283.0,bin 250-300
94107,Entire home/apt,4,2.0,2.0,2.0,30,2,283.0,bin 250-300
94107,Entire home/apt,4,2.0,2.0,2.0,30,0,283.0,bin 250-300
94115,Entire home/apt,4,2.0,2.0,2.0,30,0,237.0,bin 200-250
94116,Private room,4,1.0,1.5,3.0,1,113,112.0,bin 100-150
94132,Entire home/apt,4,1.0,1.0,1.0,30,0,145.0,bin 100-150
94121,Entire home/apt,6,3.0,1.5,3.0,2,132,353.0,bin 350-400
94107,Private room,2,1.0,1.0,1.0,3,57,140.0,bin 100-150
94124,Private room,2,1.0,1.0,1.0,1,9,150.0,bin 100-150
94117,Entire home/apt,2,1.0,2.0,1.0,1,23,350.0,bin 300-350
94127,Private room,3,1.0,1.0,2.0,2,17,85.0,bin 50-100
94117,Private room,2,1.0,1.0,1.0,1,127,90.0,bin 50-100
94131,Entire home/apt,2,1.0,1.0,1.0,2,14,85.0,bin 50-100
94109,Entire home/apt,2,0.0,1.0,1.0,30,0,150.0,bin 100-150
94118,Private room,3,1.0,2.0,3.0,3,0,400.0,bin 350-400
94107,Entire home/apt,2,0.0,1.0,1.0,30,1,103.0,bin 100-150
94110,Private room,2,1.0,1.0,1.0,30,12,131.0,bin 100-150
94103,Entire home/apt,2,2.0,1.0,2.0,30,5,140.0,bin 100-150
